界面分类,界面名称,分组(模块/应用),图片对应功能,MTZ顶层模块,模块内路径,宽,高,九宫格.9.png,关键槽位
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】tab_fab_bg.png,com.android.contacts,nightmode/res/drawable-nxhdpi/tab_fab_bg.png,150,150,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/res/drawable-xxhdpi/action_button_main_new_normal_dark.png,227,227,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/res/drawable-xxhdpi/action_button_main_new_pressed_dark.png,227,227,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】action_button_open_dialpad_normal_light.png,com.android.contacts,nightmode/res/drawable-xxhdpi/action_button_open_dialpad_normal_light.png,227,227,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】action_button_open_dialpad_pressed_light.png,com.android.contacts,nightmode/res/drawable-xxhdpi/action_button_open_dialpad_pressed_light.png,227,227,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】多选模式标题栏背景,com.android.contacts,nightmode/res/drawable-xxhdpi/action_mode_bg.9.png,61,135,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】arrow_1.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/arrow_1.9.png,75,75,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】底部导航栏背景,com.android.contacts,nightmode/res/drawable-xxhdpi/bottom_navigation_background.9.png,1080,204,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】btn_call_double_sim_fg.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/btn_call_double_sim_fg.9.png,209,148,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】btn_call_sim1_normal.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/btn_call_sim1_normal.9.png,209,148,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】btn_call_sim1_press.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/btn_call_sim1_press.9.png,209,148,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】btn_call_sim2_normal.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/btn_call_sim2_normal.9.png,209,148,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】btn_call_sim2_press.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/btn_call_sim2_press.9.png,209,148,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_detail_bg.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_bg.9.png,1,1,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_action_bg.9.png,1024,81,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_action_bg_single.9.png,112,2,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_first_bg_n.9.png,185,5,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_first_bg_p.9.png,185,5,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_last_bg_n.9.png,185,4,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_last_bg_p.9.png,185,4,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_middle_bg_n.9.png,185,4,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_middle_bg_p.9.png,185,4,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_single_bg_n.9.png,185,5,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】联系人列表项背景,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_list_item_single_bg_p.9.png,185,5,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_detail_title_home_icon_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_title_home_icon_n.png,42,42,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_detail_title_home_icon_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_title_home_icon_p.png,42,42,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_detail_title_more_icon_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_title_more_icon_n.png,42,42,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_detail_title_more_icon_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_detail_title_more_icon_p.png,42,42,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】contact_editor_photo_bg.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/contact_editor_photo_bg.9.png,1,1,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】detail_fab_bg.png,com.android.contacts,nightmode/res/drawable-xxhdpi/detail_fab_bg.png,150,150,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_0.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_1.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_2.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_3.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_4.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_5.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_6.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_7.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_8.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_9.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_pound.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号键盘数字,com.android.contacts,nightmode/res/drawable-xxhdpi/dial_num_star.png,102,129,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_background_pad.9.png,950,1047,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_call_bg.png,178,178,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_call_normal.png,77,77,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_call_pressed.png,77,77,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_close_dialpad_normal.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_close_dialpad_pressed.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_menu_dialpad_normal.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_menu_dialpad_pressed.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_menu_reddot_dialpad_normal.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_btn_menu_reddot_dialpad_pressed.9.png,286,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_digits_clear_btn_normal.png,180,144,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_digits_clear_btn_pressed.png,180,144,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_title_bg.9.png,1177,213,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_title_up_normal.png,120,136,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_title_up_pressed.png,120,136,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】分割线,com.android.contacts,nightmode/res/drawable-xxhdpi/dialer_titles_divider.png,1,38,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】dialerpad_background.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/dialerpad_background.9.png,950,1047,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_close_dialpad_normal.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_close_dialpad_pressed.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_menu_dialpad_normal.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_menu_dialpad_pressed.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_menu_reddot_dialpad_normal.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-xxhdpi/dual_dialer_btn_menu_reddot_dialpad_pressed.9.png,202,165,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】输入框背景,com.android.contacts,nightmode/res/drawable-xxhdpi/edit_text_bg_spinner_first_light.9.png,144,156,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】输入框背景,com.android.contacts,nightmode/res/drawable-xxhdpi/edit_text_bg_spinner_last_light.9.png,144,156,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】输入框背景,com.android.contacts,nightmode/res/drawable-xxhdpi/edit_text_bg_spinner_middle_light.9.png,144,156,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】输入框背景,com.android.contacts,nightmode/res/drawable-xxhdpi/edit_text_bg_spinner_single_light.9.png,144,156,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】editor_dropdown_indicator_down_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/editor_dropdown_indicator_down_n.png,66,66,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】editor_dropdown_indicator_down_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/editor_dropdown_indicator_down_p.png,66,66,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】editor_dropdown_indicator_up_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/editor_dropdown_indicator_up_n.png,66,66,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】editor_dropdown_indicator_up_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/editor_dropdown_indicator_up_p.png,66,66,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】group_photos_container_bg.png,com.android.contacts,nightmode/res/drawable-xxhdpi/group_photos_container_bg.png,123,123,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】ic_send_mms_by_mx_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/ic_send_mms_by_mx_n.png,110,170,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】ic_send_mms_by_mx_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/ic_send_mms_by_mx_p.png,110,170,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】ic_send_sms_n.png,com.android.contacts,nightmode/res/drawable-xxhdpi/ic_send_sms_n.png,110,170,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】ic_send_sms_p.png,com.android.contacts,nightmode/res/drawable-xxhdpi/ic_send_sms_p.png,110,170,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】immersion_0.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/immersion_0.9.png,269,74,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】list_view_item_group_header_bg_light.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/list_view_item_group_header_bg_light.9.png,144,100,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】list_view_item_group_header_top_bg_light.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/list_view_item_group_header_top_bg_light.9.png,144,100,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/res/drawable-xxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/res/drawable-xxhdpi/miuix_preference_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】分割线,com.android.contacts,nightmode/res/drawable-xxhdpi/phone_info_divider.png,42,40,,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】搜索框输入背景,com.android.contacts,nightmode/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,754,163,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】下拉菜单背景（普通）,com.android.contacts,nightmode/res/drawable-xxhdpi/spinner_bg_normal_light.9.png,214,158,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】spinner_bg_pressed_light.9.png,com.android.contacts,nightmode/res/drawable-xxhdpi/spinner_bg_pressed_light.9.png,214,158,是,
apps,系统应用换肤,联系人/拨号 · 深色 xxhdpi,【联系人/拨号】t9_search_empty_create_contact.png,com.android.contacts,nightmode/res/drawable-xxhdpi/t9_search_empty_create_contact.png,61,61,,
