界面分类,界面名称,分组(模块/应用),图片对应功能,MTZ顶层模块,模块内路径,宽,高,九宫格.9.png,关键槽位
apps,系统应用换肤,截屏,【截屏】账号页控件,com.miui.screenshot,res/drawable-xxhdpi/passport_list_item_last_bg_normal.9.png,285,19,是,★
apps,系统应用换肤,截屏,【截屏】账号页控件,com.miui.screenshot,res/drawable-xxhdpi/passport_list_item_single_bg_normal_light.9.png,285,19,是,★
apps,系统应用换肤,截屏,【截屏】photo_page_action_bar_background.png,com.miui.screenshot,res/drawable-xxhdpi/photo_page_action_bar_background.png,372,182,,
apps,系统应用换肤,截屏,【截屏】preference_category_background_no_title.9.png,com.miui.screenshot,res/drawable-xxhdpi/preference_category_background_no_title.9.png,1076,98,是,
apps,系统应用换肤,截屏,【截屏】投屏进度条,com.miui.screenshot,res/drawable-xxhdpi/projection_seekbar_progress.9.png,620,1,是,
apps,系统应用换肤,截屏,【截屏】扫码失败提示背景,com.miui.screenshot,res/drawable-xxhdpi/qr_error_bg.9.png,1,1,是,
apps,系统应用换肤,截屏,【截屏】截屏工具栏按钮,com.miui.screenshot,res/drawable-xxhdpi/screen_tool_popwin_bg.png,124,124,,
apps,系统应用换肤,截屏,【截屏】截屏工具栏按钮,com.miui.screenshot,res/drawable-xxhdpi/screenshot_btn_bg.png,124,124,,
apps,系统应用换肤,截屏,【截屏】截屏工具栏按钮,com.miui.screenshot,res/drawable-xxhdpi/screenshot_thumbnail_btn_bg.png,124,124,,
apps,系统应用换肤,截屏,【截屏】秒表指针,com.miui.screenshot,res/drawable-xxhdpi/stopwatch_second_hand.png,39,870,,
apps,系统应用换肤,安全中心,【安全中心】标题栏背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/action_bar_bg_light.9.png,1,1,是,
apps,系统应用换肤,安全中心,【安全中心】游戏加速背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/gb_bg_performance.png,1080,1450,,
apps,系统应用换肤,安全中心,【安全中心】gb_first_guide_gameturbo.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/gb_first_guide_gameturbo.png,366,36,,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_last_bg_normal_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_last_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_last_bg_pressed_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_last_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_middle_bg_normal_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_middle_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_middle_bg_pressed_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_middle_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_overstepped_pressed_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_overstepped_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_single_bg_normal_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_single_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_item_single_bg_pressed_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_item_single_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心,【安全中心】list_small_view_item_group_header_bg_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_small_view_item_group_header_bg_light.9.png,81,150,是,
apps,系统应用换肤,安全中心,【安全中心】list_view_item_group_header_bg_dark.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_view_item_group_header_bg_dark.9.png,40,157,是,
apps,系统应用换肤,安全中心,【安全中心】list_view_item_group_header_bg_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/list_view_item_group_header_bg_light.9.png,144,100,是,
apps,系统应用换肤,安全中心,【安全中心】main_bg_cyan.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/main_bg_cyan.9.png,1041,275,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_appcompat_floating_window_bg_light.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_floating_window_bg_light.9.png,1440,3200,是,
apps,系统应用换肤,安全中心,【安全中心】设置项图标背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_ic_preference_disconnected_bg.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置分组标题背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置分组标题背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_first_light.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置分组标题背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_first_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置分组标题背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_light.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置分组标题背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置列表项背景（首项）,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_first_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_preference_first_item_with_icon_bg_normal.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_first_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_preference_item_radio_two_state_background.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_item_radio_two_state_background.9.png,372,182,是,
apps,系统应用换肤,安全中心,【安全中心】设置列表项背景（末项）,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_last_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_preference_last_item_with_icon_bg_normal.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_last_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置列表项背景（中间项）,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_middle_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_preference_middle_item_with_icon_bg_normal.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_middle_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】设置列表项背景（单项）,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_single_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】miuix_preference_single_item_with_icon_bg_normal.9.png,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/miuix_preference_single_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心,【安全中心】搜索框输入背景,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,130,120,是,
apps,系统应用换肤,安全中心,【安全中心】启动页,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/splash_main.png,1440,3200,,
apps,系统应用换肤,安全中心,【安全中心】应用窗口背景（整页）,com.miui.securitycenter,framework-miui-res/res/drawable-xxhdpi/window_bg_light.9.png,1440,3200,是,★
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】标题栏背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/action_bar_bg_light.9.png,1,1,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_last_bg_normal_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_last_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_last_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_last_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_middle_bg_normal_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_middle_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_middle_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_middle_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_overstepped_pressed_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_overstepped_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_single_bg_normal_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_single_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_item_single_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_item_single_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_small_view_item_group_header_bg_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_small_view_item_group_header_bg_light.9.png,81,150,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_view_item_group_header_bg_dark.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_view_item_group_header_bg_dark.9.png,40,157,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】list_view_item_group_header_bg_light.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/list_view_item_group_header_bg_light.9.png,144,100,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_off_normal_dark.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_normal_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_off_normal_light.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_normal_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_off_pressed_dark.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_pressed_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_off_pressed_light.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_pressed_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_on_normal_dark.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_normal_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_on_normal_light.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_normal_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_on_pressed_dark.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_pressed_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_appcompat_sliding_btn_slider_on_pressed_light.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_pressed_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置项图标背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_ic_preference_disconnected_bg.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_first_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_first_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置列表项背景（首项）,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_first_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_preference_first_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_first_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置列表项背景（末项）,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_last_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_preference_last_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_last_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置列表项背景（中间项）,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_middle_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_preference_middle_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_middle_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】设置列表项背景（单项）,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_single_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】miuix_preference_single_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_single_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】搜索框输入背景,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,130,120,是,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】启动页,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/splash_main.png,1440,3200,,
apps,系统应用换肤,安全中心 · 深色 miui,【安全中心】window_bg_dark.9.png,com.miui.securitycenter,nightmode/framework-miui-res/res/drawable-xxhdpi/window_bg_dark.9.png,1440,3200,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】标题栏背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/action_bar_bg_light.9.png,1,1,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_last_bg_normal_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_last_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_last_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_last_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_middle_bg_normal_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_middle_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_middle_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_middle_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_overstepped_pressed_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_overstepped_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_single_bg_normal_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_single_bg_normal_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_item_single_bg_pressed_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_item_single_bg_pressed_light.9.png,81,2,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_small_view_item_group_header_bg_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_small_view_item_group_header_bg_light.9.png,81,150,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_view_item_group_header_bg_dark.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_view_item_group_header_bg_dark.9.png,40,157,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】list_view_item_group_header_bg_light.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/list_view_item_group_header_bg_light.9.png,144,100,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_off_normal_dark.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_normal_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_off_normal_light.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_normal_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_off_pressed_dark.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_pressed_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_off_pressed_light.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_off_pressed_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_on_normal_dark.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_normal_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_on_normal_light.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_normal_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_on_pressed_dark.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_pressed_dark.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_appcompat_sliding_btn_slider_on_pressed_light.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_appcompat_sliding_btn_slider_on_pressed_light.png,93,153,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置项图标背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_ic_preference_disconnected_bg.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_category_bg_first_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_category_bg_first_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_category_bg_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置分组标题背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_category_bg_no_title_light.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置列表项背景（首项）,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_first_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_preference_first_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_first_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置列表项背景（末项）,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_last_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_preference_last_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_last_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置列表项背景（中间项）,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_middle_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_preference_middle_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_middle_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】设置列表项背景（单项）,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_single_item_bg_light_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】miuix_preference_single_item_with_icon_bg_normal.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/miuix_preference_single_item_with_icon_bg_normal.9.png,153,10,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】搜索框输入背景,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,130,120,是,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】启动页,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/splash_main.png,1440,3200,,
apps,系统应用换肤,安全中心 · 深色 xxhdpi,【安全中心】window_bg_dark.9.png,com.miui.securitycenter,nightmode/res/drawable-xxhdpi/window_bg_dark.9.png,1440,3200,是,
apps,系统应用换肤,安全中心,【安全中心】D5B.png,com.miui.securitycenter,res/D5B.png,1080,1450,,
apps,系统应用换肤,安全中心,【安全中心】_pv.png,com.miui.securitycenter,res/_pv.png,435,242,,
apps,系统应用换肤,安全中心,【安全中心】游戏加速背景,com.miui.securitycenter,res/drawable-xxhdpi/gb_bg_performance.png,1080,1450,,
apps,系统应用换肤,安全中心,【安全中心】gb_first_guide_gameturbo.png,com.miui.securitycenter,res/drawable-xxhdpi/gb_first_guide_gameturbo.png,366,36,,
apps,系统应用换肤,安全中心,【安全中心】（WebP 资源）,com.miui.securitycenter,res/drawable-xxhdpi/gb_setting.webp,72,72,,
apps,系统应用换肤,安全中心,【安全中心】miuix_appcompat_floating_window_bg_light.9.png,com.miui.securitycenter,res/drawable-xxhdpi/miuix_appcompat_floating_window_bg_light.9.png,1440,3200,是,
apps,系统应用换肤,安全中心,【安全中心】启动页,com.miui.securitycenter,res/drawable-xxhdpi/splash_main.png,1440,3200,,
apps,系统应用换肤,安全中心,【安全中心】应用窗口背景（整页）,com.miui.securitycenter,res/drawable-xxhdpi/window_bg_light.9.png,1440,3200,是,★
apps,系统应用换肤,安全中心,【安全中心】游戏加速背景,com.miui.securitycenter,res/drawable/gb_bg_performance.png,1080,1450,,
apps,系统应用换肤,安全中心,【安全中心】privacy_protection_video_last_frame.png,com.miui.securitycenter,res/drawable/privacy_protection_video_last_frame.png,1080,1450,,
apps,系统应用换肤,安全中心,【安全中心】游戏加速背景,com.miui.securitycenter,res/gb_bg_performance.png,1080,1450,,
apps,系统应用换肤,HyperCeiler · 深色 xxhdpi,【HyperCeiler】miuix_appcompat_action_bar_bg_dark.9.png,com.sevtinge.hyperceiler,nightmode/res/drawable-xxhdpi/miuix_appcompat_action_bar_bg_dark.9.png,1080,240,是,
apps,系统应用换肤,HyperCeiler,【HyperCeiler】miuix_appcompat_action_bar_bg_dark.9.png,com.sevtinge.hyperceiler,res/drawable-xxhdpi/miuix_appcompat_action_bar_bg_dark.9.png,1080,240,是,
apps,系统应用换肤,HyperCeiler,【HyperCeiler】标题栏背景,com.sevtinge.hyperceiler,res/drawable-xxhdpi/miuix_appcompat_action_bar_bg_light.9.png,1080,240,是,
apps,系统应用换肤,小米账号,【小米账号】应用窗口背景（整页）,com.xiaomi.account,framework-miui-res/res/drawable-xxhdpi/window_bg_light.9.png,1078,2398,是,★
apps,系统应用换肤,小米账号 · 深色 miui,【小米账号】miuix_appcompat_window_bg_dark.9.png,com.xiaomi.account,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,小米账号 · 深色 miui,【小米账号】window_bg_dark.9.png,com.xiaomi.account,nightmode/framework-miui-res/res/drawable-xxhdpi/window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,小米账号 · 深色 xxhdpi,【小米账号】miuix_appcompat_window_bg_dark.9.png,com.xiaomi.account,nightmode/res/drawable-xxhdpi/miuix_appcompat_window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,小米账号 · 深色 xxhdpi,【小米账号】window_bg_dark.9.png,com.xiaomi.account,nightmode/res/drawable-xxhdpi/window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,小米账号,【小米账号】应用窗口背景（整页）,com.xiaomi.account,res/drawable-xxhdpi/miuix_appcompat_window_bg_light.9.png,1078,2398,是,★
apps,系统应用换肤,小米账号,【小米账号】设置分组标题背景,com.xiaomi.account,res/drawable-xxhdpi/miuix_preference_category_bg_first_light.9.png,153,10,是,
